date,hospital_id,hospital_name,department,admissions_count,avg_wait_time_minutes,temperature_celsius,rainfall_mm,air_quality_index,is_holiday,is_weekend
2022-01-04,RS-001,RSUD Pasar Minggu,Emergency Room,24,25.3,28.7,5.4,61,0,0
2022-01-04,RS-001,RSUD Pasar Minggu,Outpatient,93,53.7,28.7,5.4,61,0,0
2022-01-04,RS-001,RSUD Pasar Minggu,ICU,9,20.6,28.7,5.4,61,0,0
2022-01-04,RS-002,RSUD Tarakan,Emergency Room,41,34.4,28.7,5.4,61,0,0
2022-01-04,RS-002,RSUD Tarakan,Outpatient,167,81.2,28.7,5.4,61,0,0
2022-01-04,RS-002,RSUD Tarakan,ICU,11,17.3,28.7,5.4,61,0,0
2022-01-04,RS-003,RSUD Cengkareng,Emergency Room,34,28.2,28.7,5.4,61,0,0
2022-01-04,RS-003,RSUD Cengkareng,Outpatient,132,70.6,28.7,5.4,61,0,0
2022-01-04,RS-003,RSUD Cengkareng,ICU,7,19.7,28.7,5.4,61,0,0
2022-01-04,RS-004,RS Fatmawati,Emergency Room,55,38.9,28.7,5.4,61,0,0
2022-01-04,RS-004,RS Fatmawati,Outpatient,190,92.9,28.7,5.4,61,0,0
2022-01-04,RS-004,RS Fatmawati,ICU,10,17.7,28.7,5.4,61,0,0
2022-01-05,RS-001,RSUD Pasar Minggu,Emergency Room,36,31.2,27.2,12.7,69,0,0
2022-01-05,RS-001,RSUD Pasar Minggu,Outpatient,93,53.1,27.2,12.7,69,0,0
2022-01-05,RS-001,RSUD Pasar Minggu,ICU,5,15.1,27.2,12.7,69,0,0
2022-01-05,RS-002,RSUD Tarakan,Emergency Room,52,32.9,27.2,12.7,69,0,0
2022-01-05,RS-002,RSUD Tarakan,Outpatient,130,66.9,27.2,12.7,69,0,0
2022-01-05,RS-002,RSUD Tarakan,ICU,8,17.6,27.2,12.7,69,0,0
2022-01-05,RS-003,RSUD Cengkareng,Emergency Room,21,22.2,27.2,12.7,69,0,0
2022-01-05,RS-003,RSUD Cengkareng,Outpatient,128,67.2,27.2,12.7,69,0,0
2022-01-05,RS-003,RSUD Cengkareng,ICU,8,19.0,27.2,12.7,69,0,0
2022-01-05,RS-004,RS Fatmawati,Emergency Room,62,39.3,27.2,12.7,69,0,0
2022-01-05,RS-004,RS Fatmawati,Outpatient,187,87.0,27.2,12.7,69,0,0
2022-01-05,RS-004,RS Fatmawati,ICU,14,19.4,27.2,12.7,69,0,0
2022-01-06,RS-001,RSUD Pasar Minggu,Emergency Room,26,25.2,28.6,2.8,73,0,0
2022-01-06,RS-001,RSUD Pasar Minggu,Outpatient,77,43.8,28.6,2.8,73,0,0
2022-01-06,RS-001,RSUD Pasar Minggu,ICU,2,17.6,28.6,2.8,73,0,0
2022-01-06,RS-002,RSUD Tarakan,Emergency Room,47,32.4,28.6,2.8,73,0,0
2022-01-06,RS-002,RSUD Tarakan,Outpatient,127,63.3,28.6,2.8,73,0,0
2022-01-06,RS-002,RSUD Tarakan,ICU,11,19.0,28.6,2.8,73,0,0
2022-01-06,RS-003,RSUD Cengkareng,Emergency Room,34,29.1,28.6,2.8,73,0,0
2022-01-06,RS-003,RSUD Cengkareng,Outpatient,126,65.3,28.6,2.8,73,0,0
2022-01-06,RS-003,RSUD Cengkareng,ICU,13,18.8,28.6,2.8,73,0,0
2022-01-06,RS-004,RS Fatmawati,Emergency Room,51,34.4,28.6,2.8,73,0,0
2022-01-06,RS-004,RS Fatmawati,Outpatient,172,86.1,28.6,2.8,73,0,0
2022-01-06,RS-004,RS Fatmawati,ICU,18,25.2,28.6,2.8,73,0,0
2022-01-07,RS-001,RSUD Pasar Minggu,Emergency Room,24,24.7,27.4,32.7,70,0,0
2022-01-07,RS-001,RSUD Pasar Minggu,Outpatient,73,45.9,27.4,32.7,70,0,0
2022-01-07,RS-001,RSUD Pasar Minggu,ICU,9,17.4,27.4,32.7,70,0,0
2022-01-07,RS-002,RSUD Tarakan,Emergency Room,49,33.3,27.4,32.7,70,0,0
2022-01-07,RS-002,RSUD Tarakan,Outpatient,135,68.5,27.4,32.7,70,0,0
2022-01-07,RS-002,RSUD Tarakan,ICU,11,19.8,27.4,32.7,70,0,0
2022-01-07,RS-003,RSUD Cengkareng,Emergency Room,41,32.6,27.4,32.7,70,0,0
2022-01-07,RS-003,RSUD Cengkareng,Outpatient,95,55.5,27.4,32.7,70,0,0
2022-01-07,RS-003,RSUD Cengkareng,ICU,11,21.5,27.4,32.7,70,0,0
2022-01-07,RS-004,RS Fatmawati,Emergency Room,52,37.9,27.4,32.7,70,0,0
2022-01-07,RS-004,RS Fatmawati,Outpatient,168,83.1,27.4,32.7,70,0,0
2022-01-07,RS-004,RS Fatmawati,ICU,11,16.5,27.4,32.7,70,0,0
2022-01-08,RS-001,RSUD Pasar Minggu,Emergency Room,46,32.1,27.2,12.2,72,0,1
2022-01-08,RS-001,RSUD Pasar Minggu,Outpatient,7,19.1,27.2,12.2,72,0,1
2022-01-08,RS-001,RSUD Pasar Minggu,ICU,10,19.8,27.2,12.2,72,0,1
2022-01-08,RS-002,RSUD Tarakan,Emergency Room,50,33.2,27.2,12.2,72,0,1
2022-01-08,RS-002,RSUD Tarakan,Outpatient,15,23.8,27.2,12.2,72,0,1
2022-01-08,RS-002,RSUD Tarakan,ICU,14,19.4,27.2,12.2,72,0,1
2022-01-08,RS-003,RSUD Cengkareng,Emergency Room,42,30.1,27.2,12.2,72,0,1
2022-01-08,RS-003,RSUD Cengkareng,Outpatient,13,22.0,27.2,12.2,72,0,1
2022-01-08,RS-003,RSUD Cengkareng,ICU,5,16.4,27.2,12.2,72,0,1
2022-01-08,RS-004,RS Fatmawati,Emergency Room,80,47.6,27.2,12.2,72,0,1
2022-01-08,RS-004,RS Fatmawati,Outpatient,29,27.8,27.2,12.2,72,0,1
2022-01-08,RS-004,RS Fatmawati,ICU,12,20.5,27.2,12.2,72,0,1
2022-01-09,RS-001,RSUD Pasar Minggu,Emergency Room,43,31.2,27.7,18.5,64,0,1
2022-01-09,RS-001,RSUD Pasar Minggu,Outpatient,1,18.3,27.7,18.5,64,0,1
2022-01-09,RS-001,RSUD Pasar Minggu,ICU,6,15.8,27.7,18.5,64,0,1
2022-01-09,RS-002,RSUD Tarakan,Emergency Room,62,37.1,27.7,18.5,64,0,1
2022-01-09,RS-002,RSUD Tarakan,Outpatient,1,14.7,27.7,18.5,64,0,1
2022-01-09,RS-002,RSUD Tarakan,ICU,8,17.6,27.7,18.5,64,0,1
2022-01-09,RS-003,RSUD Cengkareng,Emergency Room,41,29.0,27.7,18.5,64,0,1
2022-01-09,RS-003,RSUD Cengkareng,Outpatient,1,14.0,27.7,18.5,64,0,1
2022-01-09,RS-003,RSUD Cengkareng,ICU,5,17.3,27.7,18.5,64,0,1
2022-01-09,RS-004,RS Fatmawati,Emergency Room,79,46.2,27.7,18.5,64,0,1
2022-01-09,RS-004,RS Fatmawati,Outpatient,0,17.9,27.7,18.5,64,0,1
2022-01-09,RS-004,RS Fatmawati,ICU,13,19.3,27.7,18.5,64,0,1
2022-01-10,RS-001,RSUD Pasar Minggu,Emergency Room,27,23.7,27.4,23.4,50,0,0
2022-01-10,RS-001,RSUD Pasar Minggu,Outpatient,117,62.9,27.4,23.4,50,0,0
2022-01-10,RS-001,RSUD Pasar Minggu,ICU,4,15.0,27.4,23.4,50,0,0
2022-01-10,RS-002,RSUD Tarakan,Emergency Room,55,40.0,27.4,23.4,50,0,0
2022-01-10,RS-002,RSUD Tarakan,Outpatient,177,88.3,27.4,23.4,50,0,0
2022-01-10,RS-002,RSUD Tarakan,ICU,8,17.2,27.4,23.4,50,0,0
2022-01-10,RS-003,RSUD Cengkareng,Emergency Room,40,31.6,27.4,23.4,50,0,0
2022-01-10,RS-003,RSUD Cengkareng,Outpatient,114,58.3,27.4,23.4,50,0,0
2022-01-10,RS-003,RSUD Cengkareng,ICU,5,19.1,27.4,23.4,50,0,0
2022-01-10,RS-004,RS Fatmawati,Emergency Room,65,40.1,27.4,23.4,50,0,0
2022-01-10,RS-004,RS Fatmawati,Outpatient,234,108.5,27.4,23.4,50,0,0
2022-01-10,RS-004,RS Fatmawati,ICU,17,18.8,27.4,23.4,50,0,0
2022-01-11,RS-001,RSUD Pasar Minggu,Emergency Room,22,26.6,28.4,14.4,74,0,0
2022-01-11,RS-001,RSUD Pasar Minggu,Outpatient,105,56.8,28.4,14.4,74,0,0
2022-01-11,RS-001,RSUD Pasar Minggu,ICU,9,19.5,28.4,14.4,74,0,0
2022-01-11,RS-002,RSUD Tarakan,Emergency Room,37,28.5,28.4,14.4,74,0,0
2022-01-11,RS-002,RSUD Tarakan,Outpatient,150,77.8,28.4,14.4,74,0,0
2022-01-11,RS-002,RSUD Tarakan,ICU,6,17.0,28.4,14.4,74,0,0
2022-01-11,RS-003,RSUD Cengkareng,Emergency Room,41,33.3,28.4,14.4,74,0,0
2022-01-11,RS-003,RSUD Cengkareng,Outpatient,121,66.0,28.4,14.4,74,0,0
2022-01-11,RS-003,RSUD Cengkareng,ICU,4,14.5,28.4,14.4,74,0,0
2022-01-11,RS-004,RS Fatmawati,Emergency Room,52,35.9,28.4,14.4,74,0,0
2022-01-11,RS-004,RS Fatmawati,Outpatient,228,109.0,28.4,14.4,74,0,0
2022-01-11,RS-004,RS Fatmawati,ICU,15,22.5,28.4,14.4,74,0,0
2022-01-12,RS-001,RSUD Pasar Minggu,Emergency Room,29,27.8,27.8,5.8,69,0,0
2022-01-12,RS-001,RSUD Pasar Minggu,Outpatient,104,56.0,27.8,5.8,69,0,0
2022-01-12,RS-001,RSUD Pasar Minggu,ICU,3,17.3,27.8,5.8,69,0,0
2022-01-12,RS-002,RSUD Tarakan,Emergency Room,47,34.7,27.8,5.8,69,0,0
2022-01-12,RS-002,RSUD Tarakan,Outpatient,148,73.2,27.8,5.8,69,0,0
2022-01-12,RS-002,RSUD Tarakan,ICU,12,20.6,27.8,5.8,69,0,0
2022-01-12,RS-003,RSUD Cengkareng,Emergency Room,27,27.0,27.8,5.8,69,0,0
2022-01-12,RS-003,RSUD Cengkareng,Outpatient,109,56.9,27.8,5.8,69,0,0
2022-01-12,RS-003,RSUD Cengkareng,ICU,13,17.5,27.8,5.8,69,0,0
2022-01-12,RS-004,RS Fatmawati,Emergency Room,50,32.8,27.8,5.8,69,0,0
2022-01-12,RS-004,RS Fatmawati,Outpatient,188,89.0,27.8,5.8,69,0,0
2022-01-12,RS-004,RS Fatmawati,ICU,11,16.5,27.8,5.8,69,0,0
2022-01-13,RS-001,RSUD Pasar Minggu,Emergency Room,26,22.9,27.9,15.3,64,0,0
2022-01-13,RS-001,RSUD Pasar Minggu,Outpatient,82,50.0,27.9,15.3,64,0,0
2022-01-13,RS-001,RSUD Pasar Minggu,ICU,8,20.9,27.9,15.3,64,0,0
2022-01-13,RS-002,RSUD Tarakan,Emergency Room,41,29.4,27.9,15.3,64,0,0
2022-01-13,RS-002,RSUD Tarakan,Outpatient,116,63.8,27.9,15.3,64,0,0
2022-01-13,RS-002,RSUD Tarakan,ICU,11,16.7,27.9,15.3,64,0,0
2022-01-13,RS-003,RSUD Cengkareng,Emergency Room,35,27.2,27.9,15.3,64,0,0
2022-01-13,RS-003,RSUD Cengkareng,Outpatient,107,57.8,27.9,15.3,64,0,0
2022-01-13,RS-003,RSUD Cengkareng,ICU,10,17.2,27.9,15.3,64,0,0
2022-01-13,RS-004,RS Fatmawati,Emergency Room,67,39.6,27.9,15.3,64,0,0
2022-01-13,RS-004,RS Fatmawati,Outpatient,179,85.8,27.9,15.3,64,0,0
2022-01-13,RS-004,RS Fatmawati,ICU,13,21.8,27.9,15.3,64,0,0
2022-01-14,RS-001,RSUD Pasar Minggu,Emergency Room,24,22.8,27.6,6.1,53,0,0
2022-01-14,RS-001,RSUD Pasar Minggu,Outpatient,74,44.0,27.6,6.1,53,0,0
2022-01-14,RS-001,RSUD Pasar Minggu,ICU,7,15.8,27.6,6.1,53,0,0
2022-01-14,RS-002,RSUD Tarakan,Emergency Room,33,27.2,27.6,6.1,53,0,0
2022-01-14,RS-002,RSUD Tarakan,Outpatient,122,60.8,27.6,6.1,53,0,0
2022-01-14,RS-002,RSUD Tarakan,ICU,7,19.5,27.6,6.1,53,0,0
2022-01-14,RS-003,RSUD Cengkareng,Emergency Room,28,25.2,27.6,6.1,53,0,0
2022-01-14,RS-003,RSUD Cengkareng,Outpatient,86,47.4,27.6,6.1,53,0,0
2022-01-14,RS-003,RSUD Cengkareng,ICU,9,18.3,27.6,6.1,53,0,0
2022-01-14,RS-004,RS Fatmawati,Emergency Room,79,45.5,27.6,6.1,53,0,0
2022-01-14,RS-004,RS Fatmawati,Outpatient,171,82.9,27.6,6.1,53,0,0
2022-01-14,RS-004,RS Fatmawati,ICU,14,17.7,27.6,6.1,53,0,0
2022-01-15,RS-001,RSUD Pasar Minggu,Emergency Room,31,27.8,28.2,3.2,55,0,1
2022-01-15,RS-001,RSUD Pasar Minggu,Outpatient,9,18.4,28.2,3.2,55,0,1
2022-01-15,RS-001,RSUD Pasar Minggu,ICU,6,19.3,28.2,3.2,55,0,1
2022-01-15,RS-002,RSUD Tarakan,Emergency Room,53,34.3,28.2,3.2,55,0,1
2022-01-15,RS-002,RSUD Tarakan,Outpatient,11,21.3,28.2,3.2,55,0,1
2022-01-15,RS-002,RSUD Tarakan,ICU,7,19.0,28.2,3.2,55,0,1
2022-01-15,RS-003,RSUD Cengkareng,Emergency Room,36,26.7,28.2,3.2,55,0,1
2022-01-15,RS-003,RSUD Cengkareng,Outpatient,9,20.3,28.2,3.2,55,0,1
2022-01-15,RS-003,RSUD Cengkareng,ICU,3,17.3,28.2,3.2,55,0,1
2022-01-15,RS-004,RS Fatmawati,Emergency Room,59,37.9,28.2,3.2,55,0,1
2022-01-15,RS-004,RS Fatmawati,Outpatient,21,25.5,28.2,3.2,55,0,1
2022-01-15,RS-004,RS Fatmawati,ICU,12,17.4,28.2,3.2,55,0,1
2022-01-16,RS-001,RSUD Pasar Minggu,Emergency Room,37,32.3,27.4,24.6,41,0,1
2022-01-16,RS-001,RSUD Pasar Minggu,Outpatient,0,13.0,27.4,24.6,41,0,1
2022-01-16,RS-001,RSUD Pasar Minggu,ICU,6,19.2,27.4,24.6,41,0,1
2022-01-16,RS-002,RSUD Tarakan,Emergency Room,46,31.7,27.4,24.6,41,0,1
2022-01-16,RS-002,RSUD Tarakan,Outpatient,0,12.1,27.4,24.6,41,0,1
2022-01-16,RS-002,RSUD Tarakan,ICU,11,18.7,27.4,24.6,41,0,1
2022-01-16,RS-003,RSUD Cengkareng,Emergency Room,42,33.2,27.4,24.6,41,0,1
2022-01-16,RS-003,RSUD Cengkareng,Outpatient,1,15.2,27.4,24.6,41,0,1
2022-01-16,RS-003,RSUD Cengkareng,ICU,5,18.6,27.4,24.6,41,0,1
2022-01-16,RS-004,RS Fatmawati,Emergency Room,73,43.6,27.4,24.6,41,0,1
2022-01-16,RS-004,RS Fatmawati,Outpatient,0,15.7,27.4,24.6,41,0,1
2022-01-16,RS-004,RS Fatmawati,ICU,14,18.0,27.4,24.6,41,0,1
2022-01-17,RS-001,RSUD Pasar Minggu,Emergency Room,31,28.0,27.7,0.0,59,0,0
2022-01-17,RS-001,RSUD Pasar Minggu,Outpatient,115,63.9,27.7,0.0,59,0,0
2022-01-17,RS-001,RSUD Pasar Minggu,ICU,4,16.8,27.7,0.0,59,0,0
2022-01-17,RS-002,RSUD Tarakan,Emergency Room,39,29.3,27.7,0.0,59,0,0
2022-01-17,RS-002,RSUD Tarakan,Outpatient,168,79.7,27.7,0.0,59,0,0
2022-01-17,RS-002,RSUD Tarakan,ICU,14,21.1,27.7,0.0,59,0,0
2022-01-17,RS-003,RSUD Cengkareng,Emergency Room,34,31.1,27.7,0.0,59,0,0
2022-01-17,RS-003,RSUD Cengkareng,Outpatient,133,70.2,27.7,0.0,59,0,0
2022-01-17,RS-003,RSUD Cengkareng,ICU,6,18.5,27.7,0.0,59,0,0
2022-01-17,RS-004,RS Fatmawati,Emergency Room,48,34.7,27.7,0.0,59,0,0
2022-01-17,RS-004,RS Fatmawati,Outpatient,244,114.2,27.7,0.0,59,0,0
2022-01-17,RS-004,RS Fatmawati,ICU,19,23.0,27.7,0.0,59,0,0
2022-01-18,RS-001,RSUD Pasar Minggu,Emergency Room,19,24.1,27.9,10.0,30,0,0
2022-01-18,RS-001,RSUD Pasar Minggu,Outpatient,95,54.8,27.9,10.0,30,0,0
2022-01-18,RS-001,RSUD Pasar Minggu,ICU,1,13.6,27.9,10.0,30,0,0
2022-01-18,RS-002,RSUD Tarakan,Emergency Room,44,35.3,27.9,10.0,30,0,0
2022-01-18,RS-002,RSUD Tarakan,Outpatient,147,72.5,27.9,10.0,30,0,0
2022-01-18,RS-002,RSUD Tarakan,ICU,11,21.7,27.9,10.0,30,0,0
2022-01-18,RS-003,RSUD Cengkareng,Emergency Room,42,33.2,27.9,10.0,30,0,0
2022-01-18,RS-003,RSUD Cengkareng,Outpatient,105,55.1,27.9,10.0,30,0,0
2022-01-18,RS-003,RSUD Cengkareng,ICU,7,17.0,27.9,10.0,30,0,0
2022-01-18,RS-004,RS Fatmawati,Emergency Room,57,37.9,27.9,10.0,30,0,0
2022-01-18,RS-004,RS Fatmawati,Outpatient,198,96.2,27.9,10.0,30,0,0
2022-01-18,RS-004,RS Fatmawati,ICU,15,18.3,27.9,10.0,30,0,0
2022-01-19,RS-001,RSUD Pasar Minggu,Emergency Room,27,24.1,28.1,8.6,59,0,0
2022-01-19,RS-001,RSUD Pasar Minggu,Outpatient,111,60.8,28.1,8.6,59,0,0
2022-01-19,RS-001,RSUD Pasar Minggu,ICU,7,16.6,28.1,8.6,59,0,0
2022-01-19,RS-002,RSUD Tarakan,Emergency Room,41,33.7,28.1,8.6,59,0,0
2022-01-19,RS-002,RSUD Tarakan,Outpatient,147,74.7,28.1,8.6,59,0,0
2022-01-19,RS-002,RSUD Tarakan,ICU,8,19.9,28.1,8.6,59,0,0
2022-01-19,RS-003,RSUD Cengkareng,Emergency Room,28,26.1,28.1,8.6,59,0,0
2022-01-19,RS-003,RSUD Cengkareng,Outpatient,102,58.7,28.1,8.6,59,0,0
2022-01-19,RS-003,RSUD Cengkareng,ICU,5,17.8,28.1,8.6,59,0,0
2022-01-19,RS-004,RS Fatmawati,Emergency Room,56,35.8,28.1,8.6,59,0,0
2022-01-19,RS-004,RS Fatmawati,Outpatient,181,86.4,28.1,8.6,59,0,0
2022-01-19,RS-004,RS Fatmawati,ICU,13,22.4,28.1,8.6,59,0,0
2022-01-20,RS-001,RSUD Pasar Minggu,Emergency Room,42,34.7,27.6,0.0,84,0,0
2022-01-20,RS-001,RSUD Pasar Minggu,Outpatient,78,48.7,27.6,0.0,84,0,0
2022-01-20,RS-001,RSUD Pasar Minggu,ICU,6,16.4,27.6,0.0,84,0,0
2022-01-20,RS-002,RSUD Tarakan,Emergency Room,41,31.3,27.6,0.0,84,0,0
2022-01-20,RS-002,RSUD Tarakan,Outpatient,127,64.5,27.6,0.0,84,0,0
2022-01-20,RS-002,RSUD Tarakan,ICU,11,19.7,27.6,0.0,84,0,0
2022-01-20,RS-003,RSUD Cengkareng,Emergency Room,40,32.6,27.6,0.0,84,0,0
2022-01-20,RS-003,RSUD Cengkareng,Outpatient,103,58.9,27.6,0.0,84,0,0
2022-01-20,RS-003,RSUD Cengkareng,ICU,4,14.0,27.6,0.0,84,0,0
2022-01-20,RS-004,RS Fatmawati,Emergency Room,63,38.5,27.6,0.0,84,0,0
2022-01-20,RS-004,RS Fatmawati,Outpatient,148,73.9,27.6,0.0,84,0,0
2022-01-20,RS-004,RS Fatmawati,ICU,14,19.1,27.6,0.0,84,0,0
2022-01-21,RS-001,RSUD Pasar Minggu,Emergency Room,22,24.3,27.7,18.8,48,0,0
2022-01-21,RS-001,RSUD Pasar Minggu,Outpatient,67,42.3,27.7,18.8,48,0,0
2022-01-21,RS-001,RSUD Pasar Minggu,ICU,6,14.9,27.7,18.8,48,0,0
2022-01-21,RS-002,RSUD Tarakan,Emergency Room,53,33.6,27.7,18.8,48,0,0
2022-01-21,RS-002,RSUD Tarakan,Outpatient,108,59.0,27.7,18.8,48,0,0
2022-01-21,RS-002,RSUD Tarakan,ICU,11,17.2,27.7,18.8,48,0,0
2022-01-21,RS-003,RSUD Cengkareng,Emergency Room,29,25.3,27.7,18.8,48,0,0
2022-01-21,RS-003,RSUD Cengkareng,Outpatient,98,56.2,27.7,18.8,48,0,0
2022-01-21,RS-003,RSUD Cengkareng,ICU,4,18.6,27.7,18.8,48,0,0
2022-01-21,RS-004,RS Fatmawati,Emergency Room,64,43.1,27.7,18.8,48,0,0
2022-01-21,RS-004,RS Fatmawati,Outpatient,187,88.0,27.7,18.8,48,0,0
2022-01-21,RS-004,RS Fatmawati,ICU,9,21.3,27.7,18.8,48,0,0
2022-01-22,RS-001,RSUD Pasar Minggu,Emergency Room,32,30.5,27.3,21.9,56,0,1
2022-01-22,RS-001,RSUD Pasar Minggu,Outpatient,9,17.9,27.3,21.9,56,0,1
2022-01-22,RS-001,RSUD Pasar Minggu,ICU,8,20.2,27.3,21.9,56,0,1
2022-01-22,RS-002,RSUD Tarakan,Emergency Room,54,38.5,27.3,21.9,56,0,1
2022-01-22,RS-002,RSUD Tarakan,Outpatient,20,25.2,27.3,21.9,56,0,1
2022-01-22,RS-002,RSUD Tarakan,ICU,8,19.4,27.3,21.9,56,0,1
2022-01-22,RS-003,RSUD Cengkareng,Emergency Room,43,34.1,27.3,21.9,56,0,1
2022-01-22,RS-003,RSUD Cengkareng,Outpatient,13,17.9,27.3,21.9,56,0,1
2022-01-22,RS-003,RSUD Cengkareng,ICU,6,15.6,27.3,21.9,56,0,1
2022-01-22,RS-004,RS Fatmawati,Emergency Room,65,41.8,27.3,21.9,56,0,1
2022-01-22,RS-004,RS Fatmawati,Outpatient,28,25.5,27.3,21.9,56,0,1
2022-01-22,RS-004,RS Fatmawati,ICU,18,22.1,27.3,21.9,56,0,1
2022-01-23,RS-001,RSUD Pasar Minggu,Emergency Room,33,31.1,27.1,0.0,45,0,1
2022-01-23,RS-001,RSUD Pasar Minggu,Outpatient,0,16.3,27.1,0.0,45,0,1
2022-01-23,RS-001,RSUD Pasar Minggu,ICU,11,19.2,27.1,0.0,45,0,1
2022-01-23,RS-002,RSUD Tarakan,Emergency Room,42,31.3,27.1,0.0,45,0,1
2022-01-23,RS-002,RSUD Tarakan,Outpatient,0,14.3,27.1,0.0,45,0,1
2022-01-23,RS-002,RSUD Tarakan,ICU,9,19.4,27.1,0.0,45,0,1
2022-01-23,RS-003,RSUD Cengkareng,Emergency Room,42,33.8,27.1,0.0,45,0,1
2022-01-23,RS-003,RSUD Cengkareng,Outpatient,3,19.0,27.1,0.0,45,0,1
2022-01-23,RS-003,RSUD Cengkareng,ICU,9,17.4,27.1,0.0,45,0,1
2022-01-23,RS-004,RS Fatmawati,Emergency Room,75,45.3,27.1,0.0,45,0,1
2022-01-23,RS-004,RS Fatmawati,Outpatient,0,17.8,27.1,0.0,45,0,1
2022-01-23,RS-004,RS Fatmawati,ICU,17,21.0,27.1,0.0,45,0,1
2022-01-24,RS-001,RSUD Pasar Minggu,Emergency Room,19,23.4,27.9,4.4,45,0,0
2022-01-24,RS-001,RSUD Pasar Minggu,Outpatient,108,58.1,27.9,4.4,45,0,0
2022-01-24,RS-001,RSUD Pasar Minggu,ICU,4,18.3,27.9,4.4,45,0,0
2022-01-24,RS-002,RSUD Tarakan,Emergency Room,47,35.7,27.9,4.4,45,0,0
2022-01-24,RS-002,RSUD Tarakan,Outpatient,150,72.6,27.9,4.4,45,0,0
2022-01-24,RS-002,RSUD Tarakan,ICU,8,17.7,27.9,4.4,45,0,0
2022-01-24,RS-003,RSUD Cengkareng,Emergency Room,36,30.5,27.9,4.4,45,0,0
2022-01-24,RS-003,RSUD Cengkareng,Outpatient,136,67.7,27.9,4.4,45,0,0
2022-01-24,RS-003,RSUD Cengkareng,ICU,10,17.5,27.9,4.4,45,0,0
2022-01-24,RS-004,RS Fatmawati,Emergency Room,64,43.5,27.9,4.4,45,0,0
